Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Grading Lab,Origin
James Allen,28612623,https://www.jamesallen.com/loose-diamonds/round-cut/0.29-carat-d-color-vs2-clarity-very-good-cut-sku-28612623,220,Round,0.29,D,Very Good,VS2,IGI,Lab Grown
James Allen,28612741,https://www.jamesallen.com/loose-diamonds/round-cut/0.29-carat-d-color-vvs2-clarity-good-cut-sku-28612741,240,Round,0.29,D,Good,VVS2,IGI,Lab Grown
James Allen,23784189,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-si1-clarity-ideal-cut-sku-23784189,240,Round,0.31,D,Ideal,SI1,IGI,Lab Grown
James Allen,27973699,https://www.jamesallen.com/loose-diamonds/round-cut/0.32-carat-e-color-vs2-clarity-ideal-cut-sku-27973699,250,Round,0.32,E,Ideal,VS2,IGI,Lab Grown
James Allen,28654866,https://www.jamesallen.com/loose-diamonds/round-cut/0.30-carat-d-color-vs2-clarity-ideal-cut-sku-28654866,250,Round,0.30,D,Ideal,VS2,IGI,Lab Grown
James Allen,28600418,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-vs2-clarity-ideal-cut-sku-28600418,250,Round,0.31,D,Ideal,VS2,IGI,Lab Grown
James Allen,28617212,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-vs2-clarity-ideal-cut-sku-28617212,250,Round,0.31,D,Ideal,VS2,IGI,Lab Grown
James Allen,24217228,https://www.jamesallen.com/loose-diamonds/round-cut/0.32-carat-d-color-si1-clarity-excellent-cut-sku-24217228,260,Round,0.32,D,Excellent,SI1,IGI,Lab Grown
James Allen,28483813,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-e-color-vs2-clarity-ideal-cut-sku-28483813,260,Round,0.33,E,Ideal,VS2,IGI,Lab Grown
James Allen,28530495,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-e-color-vs2-clarity-ideal-cut-sku-28530495,260,Round,0.33,E,Ideal,VS2,IGI,Lab Grown
James Allen,28654928,https://www.jamesallen.com/loose-diamonds/round-cut/0.32-carat-d-color-vs2-clarity-ideal-cut-sku-28654928,260,Round,0.32,D,Ideal,VS2,IGI,Lab Grown
James Allen,28600687,https://www.jamesallen.com/loose-diamonds/round-cut/0.32-carat-d-color-vs2-clarity-ideal-cut-sku-28600687,260,Round,0.32,D,Ideal,VS2,IGI,Lab Grown
James Allen,28433916,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-e-color-vs2-clarity-ideal-cut-sku-28433916,260,Round,0.33,E,Ideal,VS2,IGI,Lab Grown
James Allen,28616907,https://www.jamesallen.com/loose-diamonds/round-cut/0.32-carat-d-color-vs2-clarity-ideal-cut-sku-28616907,260,Round,0.32,D,Ideal,VS2,IGI,Lab Grown
James Allen,28654871,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-vs1-clarity-ideal-cut-sku-28654871,260,Round,0.31,D,Ideal,VS1,IGI,Lab Grown
James Allen,28654359,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-vs1-clarity-ideal-cut-sku-28654359,260,Round,0.31,D,Ideal,VS1,IGI,Lab Grown
James Allen,28654940,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-e-color-vs1-clarity-ideal-cut-sku-28654940,260,Round,0.31,E,Ideal,VS1,IGI,Lab Grown
James Allen,28654954,https://www.jamesallen.com/loose-diamonds/round-cut/0.30-carat-d-color-vs1-clarity-ideal-cut-sku-28654954,260,Round,0.30,D,Ideal,VS1,IGI,Lab Grown
James Allen,28655111,https://www.jamesallen.com/loose-diamonds/round-cut/0.30-carat-d-color-vs1-clarity-excellent-cut-sku-28655111,260,Round,0.30,D,Excellent,VS1,IGI,Lab Grown
James Allen,28655042,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-vs1-clarity-excellent-cut-sku-28655042,260,Round,0.31,D,Excellent,VS1,IGI,Lab Grown
James Allen,28654930,https://www.jamesallen.com/loose-diamonds/round-cut/0.30-carat-d-color-vs1-clarity-ideal-cut-sku-28654930,260,Round,0.30,D,Ideal,VS1,IGI,Lab Grown
James Allen,28654139,https://www.jamesallen.com/loose-diamonds/round-cut/0.30-carat-d-color-vs1-clarity-ideal-cut-sku-28654139,260,Round,0.30,D,Ideal,VS1,IGI,Lab Grown
James Allen,28627508,https://www.jamesallen.com/loose-diamonds/round-cut/0.31-carat-d-color-vs1-clarity-ideal-cut-sku-28627508,260,Round,0.31,D,Ideal,VS1,IGI,Lab Grown
James Allen,22413064,https://www.jamesallen.com/loose-diamonds/round-cut/0.35-carat-d-color-si1-clarity-ideal-cut-sku-22413064,270,Round,0.35,D,Ideal,SI1,IGI,Lab Grown
James Allen,24650117,https://www.jamesallen.com/loose-diamonds/round-cut/0.35-carat-d-color-si1-clarity-ideal-cut-sku-24650117,270,Round,0.35,D,Ideal,SI1,IGI,Lab Grown
James Allen,22795153,https://www.jamesallen.com/loose-diamonds/round-cut/0.35-carat-d-color-si1-clarity-ideal-cut-sku-22795153,270,Round,0.35,D,Ideal,SI1,IGI,Lab Grown
James Allen,27802790,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-d-color-vs2-clarity-ideal-cut-sku-27802790,270,Round,0.33,D,Ideal,VS2,IGI,Lab Grown
James Allen,28242162,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-d-color-vs2-clarity-ideal-cut-sku-28242162,270,Round,0.33,D,Ideal,VS2,IGI,Lab Grown
James Allen,28654398,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-d-color-vs2-clarity-ideal-cut-sku-28654398,270,Round,0.33,D,Ideal,VS2,IGI,Lab Grown
James Allen,27174125,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-d-color-vs2-clarity-ideal-cut-sku-27174125,270,Round,0.33,D,Ideal,VS2,IGI,Lab Grown
James Allen,28406633,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-d-color-vs2-clarity-ideal-cut-sku-28406633,270,Round,0.33,D,Ideal,VS2,IGI,Lab Grown
James Allen,28627493,https://www.jamesallen.com/loose-diamonds/round-cut/0.33-carat-d-color-vs2-clarity-ideal-cut-sku-28627493,270,Round,0.33,D,Ideal,VS2,IGI,Lab Grown
James Allen,10313499,https://www.jamesallen.com/loose-diamonds/cushion-cut/0.70-carat-d-color-vs2-clarity-sku-10313499,560,Cushion,0.70,D,Very Good,VS2,GIA,Lab Grown
James Allen,15772843,https://www.jamesallen.com/loose-diamonds/round-cut/0.70-carat-d-color-vs1-clarity-very-good-cut-sku-15772843,500,Round,0.70,D,Very Good,VS1,GIA,Lab Grown
James Allen,15821375,https://www.jamesallen.com/loose-diamonds/round-cut/0.72-carat-d-color-vvs1-clarity-good-cut-sku-15821375,550,Round,0.72,D,Good,VVS1,GIA,Lab Grown
James Allen,16134575,https://www.jamesallen.com/loose-diamonds/round-cut/0.72-carat-d-color-vs2-clarity-very-good-cut-sku-16134575,500,Round,0.72,D,Very Good,VS2,GIA,Lab Grown
James Allen,16302661,https://www.jamesallen.com/loose-diamonds/round-cut/0.72-carat-d-color-vs2-clarity-very-good-cut-sku-16302661,500,Round,0.72,D,Very Good,VS2,GIA,Lab Grown
James Allen,18016062,https://www.jamesallen.com/loose-diamonds/octagon-cut/0.60-carat-g-color-vvs2-clarity-sku-18016062,560,,0.60,G,Ideal,VVS2,IGI,Lab Grown
James Allen,8956894,https://www.jamesallen.com/loose-diamonds/pear-shaped/0.48-carat-f-color-vs2-clarity-sku-8956894,500,Pear,0.48,F,Excellent,VS2,GCAL,Lab Grown
James Allen,8957095,https://www.jamesallen.com/loose-diamonds/pear-shaped/0.46-carat-f-color-vs1-clarity-sku-8957095,500,Pear,0.46,F,Very Good,VS1,GCAL,Lab Grown
James Allen,27303228,https://www.jamesallen.com/loose-diamonds/round-cut/0.53-carat-d-color-vvs1-clarity-ideal-cut-sku-27303228,500,Round,0.53,D,Ideal,VVS1,IGI,Lab Grown
James Allen,20146140,https://www.jamesallen.com/loose-diamonds/pear-shaped/0.45-carat-d-color-si1-clarity-sku-20146140,500,Pear,0.45,D,Good,SI1,IGI,Lab Grown
James Allen,28022253,https://www.jamesallen.com/loose-diamonds/oval-cut/0.48-carat-d-color-vvs2-clarity-sku-28022253,500,Oval,0.48,D,Very Good,VVS2,IGI,Lab Grown
James Allen,28641141,https://www.jamesallen.com/loose-diamonds/round-cut/0.58-carat-d-color-vvs2-clarity-ideal-cut-sku-28641141,500,Round,0.58,D,Ideal,VVS2,IGI,Lab Grown
James Allen,28641664,https://www.jamesallen.com/loose-diamonds/round-cut/0.58-carat-d-color-vvs2-clarity-ideal-cut-sku-28641664,500,Round,0.58,D,Ideal,VVS2,IGI,Lab Grown
James Allen,28377520,https://www.jamesallen.com/loose-diamonds/round-cut/0.58-carat-d-color-vvs2-clarity-ideal-cut-sku-28377520,500,Round,0.58,D,Ideal,VVS2,IGI,Lab Grown
James Allen,28378003,https://www.jamesallen.com/loose-diamonds/round-cut/0.58-carat-d-color-vvs2-clarity-ideal-cut-sku-28378003,500,Round,0.58,D,Ideal,VVS2,IGI,Lab Grown
James Allen,28641677,https://www.jamesallen.com/loose-diamonds/round-cut/0.53-carat-d-color-vvs1-clarity-ideal-cut-sku-28641677,500,Round,0.53,D,Ideal,VVS1,IGI,Lab Grown
James Allen,28641172,https://www.jamesallen.com/loose-diamonds/round-cut/0.52-carat-d-color-vvs1-clarity-ideal-cut-sku-28641172,500,Round,0.52,D,Ideal,VVS1,IGI,Lab Grown
James Allen,28641004,https://www.jamesallen.com/loose-diamonds/round-cut/0.53-carat-d-color-vvs1-clarity-ideal-cut-sku-28641004,500,Round,0.53,D,Ideal,VVS1,IGI,Lab Grown
James Allen,28641386,https://www.jamesallen.com/loose-diamonds/round-cut/0.52-carat-d-color-vvs1-clarity-ideal-cut-sku-28641386,500,Round,0.52,D,Ideal,VVS1,IGI,Lab Grown
James Allen,28641154,https://www.jamesallen.com/loose-diamonds/round-cut/0.52-carat-d-color-vvs1-clarity-ideal-cut-sku-28641154,500,Round,0.52,D,Ideal,VVS1,IGI,Lab Grown
James Allen,28022752,https://www.jamesallen.com/loose-diamonds/oval-cut/0.37-carat-g-color-vvs1-clarity-sku-28022752,500,Oval,0.37,G,Very Good,VVS1,IGI,Lab Grown
James Allen,28022342,https://www.jamesallen.com/loose-diamonds/round-cut/0.42-carat-d-color-if-clarity-ideal-cut-sku-28022342,500,Round,0.42,D,Ideal,IF,IGI,Lab Grown
James Allen,28431368,https://www.jamesallen.com/loose-diamonds/round-cut/0.42-carat-d-color-if-clarity-ideal-cut-sku-28431368,500,Round,0.42,D,Ideal,IF,IGI,Lab Grown
James Allen,28431370,https://www.jamesallen.com/loose-diamonds/round-cut/0.42-carat-d-color-if-clarity-ideal-cut-sku-28431370,500,Round,0.42,D,Ideal,IF,IGI,Lab Grown
James Allen,28431500,https://www.jamesallen.com/loose-diamonds/marquise-cut/0.31-carat-d-color-if-clarity-sku-28431500,500,Marquise,0.31,D,Excellent,IF,IGI,Lab Grown
James Allen,25207583,https://www.jamesallen.com/loose-diamonds/round-cut/0.64-carat-d-color-vs2-clarity-ideal-cut-sku-25207583,500,Round,0.64,D,Ideal,VS2,IGI,Lab Grown
James Allen,26863807,https://www.jamesallen.com/loose-diamonds/round-cut/0.64-carat-d-color-vs2-clarity-ideal-cut-sku-26863807,500,Round,0.64,D,Ideal,VS2,IGI,Lab Grown
James Allen,26863716,https://www.jamesallen.com/loose-diamonds/round-cut/0.64-carat-d-color-vs2-clarity-ideal-cut-sku-26863716,500,Round,0.64,D,Ideal,VS2,IGI,Lab Grown
James Allen,26042695,https://www.jamesallen.com/loose-diamonds/round-cut/0.63-carat-d-color-vs2-clarity-ideal-cut-sku-26042695,500,Round,0.63,D,Ideal,VS2,IGI,Lab Grown
James Allen,25650749,https://www.jamesallen.com/loose-diamonds/round-cut/0.63-carat-d-color-vs2-clarity-ideal-cut-sku-25650749,500,Round,0.63,D,Ideal,VS2,IGI,Lab Grown
James Allen,26771274,https://www.jamesallen.com/loose-diamonds/round-cut/0.63-carat-d-color-vs2-clarity-ideal-cut-sku-26771274,500,Round,0.63,D,Ideal,VS2,IGI,Lab Grown
James Allen,25697549,https://www.jamesallen.com/loose-diamonds/round-cut/0.66-carat-e-color-vs2-clarity-ideal-cut-sku-25697549,500,Round,0.66,E,Ideal,VS2,IGI,Lab Grown
James Allen,11226395,https://www.jamesallen.com/loose-diamonds/cushion-cut/1.57-carat-d-color-si1-clarity-sku-11226395,1110,Cushion,1.57,D,Ideal,SI1,GIA,Lab Grown
James Allen,16448102,https://www.jamesallen.com/loose-diamonds/round-cut/1.54-carat-d-color-si1-clarity-excellent-cut-sku-16448102,1110,Round,1.54,D,Excellent,SI1,GIA,Lab Grown
James Allen,16682165,https://www.jamesallen.com/loose-diamonds/emerald-cut/0.95-carat-d-color-vvs1-clarity-sku-16682165,1000,Emerald,0.95,D,Ideal,VVS1,GIA,Lab Grown
James Allen,19482771,https://www.jamesallen.com/loose-diamonds/emerald-cut/0.91-carat-d-color-vvs1-clarity-sku-19482771,1000,Emerald,0.91,D,Very Good,VVS1,GIA,Lab Grown
James Allen,19501390,https://www.jamesallen.com/loose-diamonds/round-cut/1.55-carat-d-color-si1-clarity-excellent-cut-sku-19501390,1110,Round,1.55,D,Excellent,SI1,GIA,Lab Grown
James Allen,21083351,https://www.jamesallen.com/loose-diamonds/pear-shaped/1.35-carat-e-color-vvs2-clarity-sku-21083351,1110,Pear,1.35,E,Ideal,VVS2,GIA,Lab Grown
James Allen,21760664,https://www.jamesallen.com/loose-diamonds/round-cut/1.12-carat-e-color-vvs1-clarity-excellent-cut-sku-21760664,1110,Round,1.12,E,Excellent,VVS1,GIA,Lab Grown
James Allen,22274501,https://www.jamesallen.com/loose-diamonds/round-cut/1.04-carat-d-color-vvs1-clarity-excellent-cut-sku-22274501,1000,Round,1.04,D,Excellent,VVS1,GIA,Lab Grown
James Allen,22601834,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.32-carat-d-color-vs1-clarity-sku-22601834,1000,Emerald,1.32,D,Very Good,VS1,GIA,Lab Grown
James Allen,22650628,https://www.jamesallen.com/loose-diamonds/pear-shaped/1.16-carat-d-color-vvs2-clarity-sku-22650628,1000,Pear,1.16,D,Very Good,VVS2,GIA,Lab Grown
James Allen,22683203,https://www.jamesallen.com/loose-diamonds/pear-shaped/1.16-carat-d-color-vvs2-clarity-sku-22683203,1000,Pear,1.16,D,Ideal,VVS2,GIA,Lab Grown
James Allen,22847106,https://www.jamesallen.com/loose-diamonds/oval-cut/1.19-carat-d-color-vvs2-clarity-sku-22847106,1000,Oval,1.19,D,Ideal,VVS2,GIA,Lab Grown
James Allen,22866547,https://www.jamesallen.com/loose-diamonds/pear-shaped/1.22-carat-e-color-vvs2-clarity-sku-22866547,1000,Pear,1.22,E,Ideal,VVS2,GIA,Lab Grown
James Allen,22889326,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.27-carat-d-color-vvs2-clarity-sku-22889326,1000,Emerald,1.27,D,Very Good,VVS2,GIA,Lab Grown
James Allen,23055683,https://www.jamesallen.com/loose-diamonds/round-cut/1.04-carat-d-color-vvs1-clarity-excellent-cut-sku-23055683,1000,Round,1.04,D,Excellent,VVS1,GIA,Lab Grown
James Allen,23055710,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.21-carat-d-color-vvs2-clarity-sku-23055710,1000,Emerald,1.21,D,Very Good,VVS2,GIA,Lab Grown
James Allen,24393742,https://www.jamesallen.com/loose-diamonds/round-cut/1.35-carat-e-color-vvs2-clarity-excellent-cut-sku-24393742,1000,Round,1.35,E,Excellent,VVS2,GIA,Lab Grown
James Allen,24524701,https://www.jamesallen.com/loose-diamonds/round-cut/1.35-carat-e-color-vvs2-clarity-excellent-cut-sku-24524701,1000,Round,1.35,E,Excellent,VVS2,GIA,Lab Grown
James Allen,24716515,https://www.jamesallen.com/loose-diamonds/round-cut/1.61-carat-e-color-si1-clarity-excellent-cut-sku-24716515,1110,Round,1.61,E,Excellent,SI1,GIA,Lab Grown
James Allen,24778928,https://www.jamesallen.com/loose-diamonds/princess-cut/1.23-carat-e-color-vvs2-clarity-sku-24778928,1000,Princess,1.23,E,Ideal,VVS2,GIA,Lab Grown
James Allen,24807382,https://www.jamesallen.com/loose-diamonds/round-cut/1.34-carat-e-color-vvs2-clarity-excellent-cut-sku-24807382,1000,Round,1.34,E,Excellent,VVS2,GIA,Lab Grown
James Allen,24880317,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.34-carat-e-color-vvs2-clarity-sku-24880317,1000,Emerald,1.34,E,Very Good,VVS2,GIA,Lab Grown
James Allen,25050721,https://www.jamesallen.com/loose-diamonds/princess-cut/1.23-carat-d-color-vvs2-clarity-sku-25050721,1000,Princess,1.23,D,Ideal,VVS2,GIA,Lab Grown
James Allen,25427530,https://www.jamesallen.com/loose-diamonds/oval-cut/1.19-carat-d-color-vvs2-clarity-sku-25427530,1000,Oval,1.19,D,Ideal,VVS2,GIA,Lab Grown
James Allen,25515125,https://www.jamesallen.com/loose-diamonds/heart-shaped/1.29-carat-d-color-vvs2-clarity-sku-25515125,1110,Heart,1.29,D,Ideal,VVS2,GIA,Lab Grown
James Allen,25553235,https://www.jamesallen.com/loose-diamonds/round-cut/1.04-carat-d-color-vvs1-clarity-excellent-cut-sku-25553235,1000,Round,1.04,D,Excellent,VVS1,GIA,Lab Grown
James Allen,25564885,https://www.jamesallen.com/loose-diamonds/pear-shaped/1.17-carat-d-color-vvs2-clarity-sku-25564885,1000,Pear,1.17,D,Very Good,VVS2,GIA,Lab Grown
James Allen,25571377,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.28-carat-e-color-vvs2-clarity-sku-25571377,1000,Emerald,1.28,E,Ideal,VVS2,GIA,Lab Grown
James Allen,25573660,https://www.jamesallen.com/loose-diamonds/pear-shaped/1.07-carat-e-color-vvs1-clarity-sku-25573660,1110,Pear,1.07,E,Very Good,VVS1,GIA,Lab Grown
James Allen,25601658,https://www.jamesallen.com/loose-diamonds/round-cut/1.04-carat-d-color-vvs1-clarity-excellent-cut-sku-25601658,1000,Round,1.04,D,Excellent,VVS1,GIA,Lab Grown
James Allen,25655869,https://www.jamesallen.com/loose-diamonds/round-cut/1.04-carat-d-color-vvs1-clarity-excellent-cut-sku-25655869,1000,Round,1.04,D,Excellent,VVS1,GIA,Lab Grown
James Allen,25671969,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.21-carat-d-color-vvs2-clarity-sku-25671969,1000,Emerald,1.21,D,Very Good,VVS2,GIA,Lab Grown
James Allen,16748382,https://www.jamesallen.com/loose-diamonds/round-cut/2.34-carat-g-color-vvs2-clarity-excellent-cut-sku-16748382,2220,Round,2.34,G,Excellent,VVS2,GIA,Lab Grown
James Allen,21062677,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.67-carat-e-color-vvs1-clarity-sku-21062677,2230,Emerald,1.67,E,Very Good,VVS1,GIA,Lab Grown
James Allen,21700923,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-21700923,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,21761788,https://www.jamesallen.com/loose-diamonds/round-cut/2.16-carat-d-color-vs2-clarity-excellent-cut-sku-21761788,2000,Round,2.16,D,Excellent,VS2,GIA,Lab Grown
James Allen,22038506,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22038506,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22106640,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22106640,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22121249,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22121249,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22216890,https://www.jamesallen.com/loose-diamonds/princess-cut/2.14-carat-e-color-vs1-clarity-sku-22216890,2220,Princess,2.14,E,Ideal,VS1,GIA,Lab Grown
James Allen,22365723,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22365723,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22502015,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22502015,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22677175,https://www.jamesallen.com/loose-diamonds/round-cut/2.30-carat-d-color-vs2-clarity-excellent-cut-sku-22677175,2220,Round,2.30,D,Excellent,VS2,GIA,Lab Grown
James Allen,22696051,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22696051,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22696053,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22696053,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22889136,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.52-carat-d-color-vvs1-clarity-sku-22889136,2220,Emerald,1.52,D,Very Good,VVS1,GIA,Lab Grown
James Allen,22952095,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-22952095,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,22952606,https://www.jamesallen.com/loose-diamonds/emerald-cut/2.61-carat-e-color-si1-clarity-sku-22952606,2230,Emerald,2.61,E,Very Good,SI1,GIA,Lab Grown
James Allen,23013750,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-23013750,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,23013952,https://www.jamesallen.com/loose-diamonds/round-cut/2.12-carat-d-color-vs1-clarity-excellent-cut-sku-23013952,2000,Round,2.12,D,Excellent,VS1,GIA,Lab Grown
James Allen,23055728,https://www.jamesallen.com/loose-diamonds/emerald-cut/2.38-carat-e-color-vs2-clarity-sku-23055728,2220,Emerald,2.38,E,Very Good,VS2,GIA,Lab Grown
James Allen,23269636,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-23269636,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,23324348,https://www.jamesallen.com/loose-diamonds/round-cut/2.32-carat-f-color-vs1-clarity-excellent-cut-sku-23324348,2220,Round,2.32,F,Excellent,VS1,GIA,Lab Grown
James Allen,24393604,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-24393604,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,24408827,https://www.jamesallen.com/loose-diamonds/cushion-cut/2.09-carat-e-color-vs1-clarity-sku-24408827,2000,Cushion,2.09,E,Very Good,VS1,GIA,Lab Grown
James Allen,24410068,https://www.jamesallen.com/loose-diamonds/princess-cut/2.15-carat-e-color-vs1-clarity-sku-24410068,2230,Princess,2.15,E,Ideal,VS1,GIA,Lab Grown
James Allen,24533034,https://www.jamesallen.com/loose-diamonds/emerald-cut/2.11-carat-e-color-vs1-clarity-sku-24533034,2000,Emerald,2.11,E,Very Good,VS1,GIA,Lab Grown
James Allen,24718832,https://www.jamesallen.com/loose-diamonds/princess-cut/2.03-carat-e-color-vs1-clarity-sku-24718832,2000,Princess,2.03,E,Ideal,VS1,GIA,Lab Grown
James Allen,24819988,https://www.jamesallen.com/loose-diamonds/round-cut/2.13-carat-e-color-vs1-clarity-excellent-cut-sku-24819988,2000,Round,2.13,E,Excellent,VS1,GIA,Lab Grown
James Allen,24820080,https://www.jamesallen.com/loose-diamonds/pear-shaped/2.13-carat-e-color-vs1-clarity-sku-24820080,2220,Pear,2.13,E,Ideal,VS1,GIA,Lab Grown
James Allen,24836328,https://www.jamesallen.com/loose-diamonds/emerald-cut/1.86-carat-d-color-vvs2-clarity-sku-24836328,2230,Emerald,1.86,D,Very Good,VVS2,GIA,Lab Grown
James Allen,24836349,https://www.jamesallen.com/loose-diamonds/princess-cut/1.72-carat-d-color-vvs2-clarity-sku-24836349,2000,Princess,1.72,D,Ideal,VVS2,GIA,Lab Grown
